NIH Spending Categorization,Project Terms,Project Title,Public Health Relevance,Administering IC,Application ID,FOA,Project Number,Type,Activity,IC,Serial Number,Support Year,Suffix,Contact PI Person ID,Contact PI / Project Leader,Other PI or Project Leader(s),Department,Primary DUNS,Primary UEI,Organization ID (IPF),Organization Name,Organization City,Organization State,Organization Type,Organization Zip,Organization Country,Funding Mechanism,Fiscal Year,Total Cost,Total Cost (Sub Projects),Funding IC(s),Direct Cost IC,InDirect Cost IC,NIH COVID-19 Response,Total Cost IC
No NIH Category available,Age;Air Pollution;Algorithms;Artificial Intelligence;Categories;Code;Collaborations;Color;Communication;Computer software;Country;Databases;Decision Making;Development;Eligibility Determination;Environmental Exposure;Environmental Health;Ethnic Origin;Exposure to;Funding;Gender;Generations;Goals;Gold;Hazard Identification;Health;Healthcare;Human;Human Milk;Infant;Intervention;Investments;Language;Life;Literature;Machine Learning;Maps;Measures;Medical;Mothers;Natural Language Processing;Older Population;Ontology;Outcome;Particulate;Pharmaceutical Preparations;Phase;Policies;Policy Maker;Population;Population Study;Procedures;Production;Public Health;Race;Research Personnel;Resources;Risk Assessment;Savings;Scanning;Small Business Innovation Research Grant;Speed;Subcategory;Taxonomy;Techniques;Testing;Text;Time;Toxin;Training;Trees;Woman;algorithm training;alpha Toxin;artificial intelligence algorithm;base;cost;crowdsourcing;evidence base;falls;human old age (65+);inclusion criteria;men;people of color;phrases;screening;study population;systematic review;tool;user friendly software;user-friendly;web site,Automating Systematic Reviews of Environmental Health Literature with Machine Learning,"Project Narrative
IDOC Software proposes the development of user-friendly artificial intelligence enhanced software to
expedite the generation of Systematic Reviews (SRs). SR is the “Gold Standard” for assessing evidence
to be used for decision making in a variety of health contexts, including health care, public health, and
environmental health. The results of this project will make conducting SRs more efficient, reducing costs
and time and thereby furthering the goal of making decisions and policy to protect public health from
unsafe environmental exposures.",NIEHS,10378843,RFA-ES-21-002,1R43ES033854-01,1,R43,ES,33854,1, ,15936206,"AGAI, EITAN ",Not Applicable,Unavailable,9528174,GCQZU6BK5G13,10053769,"IDOC SOFTWARE, INC.",NEW YORK,NY,Domestic For-Profits,10016,UNITED STATES,SBIR/STTR,2022,255961, ,NIEHS, , , ,255961
No NIH Category available,Acne;Acne Vulgaris;Affect;Affinity;Antigen-Presenting Cells;Bacteria;Binding;Biological;Biopsy;Carbohydrates;Cell Differentiation process;Cells;Chromatin;Chronic;Clone Cells;Complex;Coupled;Cutaneous;DNA;Data;Defense Mechanisms;Dendritic Cells;Development;Disease;Education;Equilibrium;Exposure to;Future;Gene Expression Profile;Genes;Genus staphylococcus;Goals;Helper-Inducer T-Lymphocyte;Histone H2B;Homeostasis;Host Defense;Human;Image;Immune;Immune response;Immune system;Immunologic Techniques;Inflammasome;Inflammation;Inflammatory;Inflammatory Response;Interferons;Interleukin-10;Interleukin-17;Journals;Lead;Lesion;Ligands;Light;Lipoproteins;Mass Spectrum Analysis;Mediating;Medical;Metagenomics;Methodology;Modeling;Molecular;Nonlytic;Nucleotides;Pathway interactions;Patients;Persons;Play;Probiotics;Proteomics;Psychological Impact;Psychological Stress;Public Health;Research;Resolution;Role;Scanning Electron Microscopy;Signal Transduction;Skin;Specificity;T-Lymphocyte;TLR1 gene;TLR2 gene;TLR6 gene;Testing;Time;antimicrobial;antimicrobial peptide;base;cell type;clinical investigation;design;disability;dysbiosis;experimental study;extracellular;genetic element;genetic signature;improved;innovation;insight;keratinocyte;lipidomics;microbial;microbiome;microbiome sequencing;monocyte;neutrophil;novel;novel strategies;novel therapeutic intervention;pathogen;pathogenic bacteria;potential biomarker;receptor;response;self esteem;single-cell RNA sequencing;skin disorder;skin lesion;skin microbiome;targeted treatment;therapeutic target;transcriptomics;whole genome,Th17 extracellular trap-mediated antimicrobial host defense in acne vulgaris,"RELEVANCE TO PUBLIC HEALTH
Acne, the most common human skin disease, is associated with C. acnes, affects over 50 million people in the
U.S., and has a significant psychological impact on patients affecting their self-esteem. This study will provide
greater fundamental insights into mechanisms of how T helper cells primed by healthy skin commensals serve
as a line of defense against breaching pathogens in acne. The discovery of C. acnes ligands will lead to the
development of novel therapeutic approaches
dysbiosis.
for controlling acne and other human skin diseases caused by",NIAMS,10502200,PA-20-185,1R01AR081337-01,1,R01,AR,81337,1, ,10741234,"AGAK, GEORGE W",Not Applicable,INTERNAL MEDICINE/MEDICINE,92530369,RN64EPNH8JC6,577505,UNIVERSITY OF CALIFORNIA LOS ANGELES,LOS ANGELES,CA,SCHOOLS OF MEDICINE,900952000,UNITED STATES,Non-SBIR/STTR,2022,437013, ,NIAMS,305946,131067, ,437013
No NIH Category available,Address;Affect;Angiogenic Factor;Basement membrane;Blood Vessels;Blood-Retinal Barrier;Caveolae;Cell Death;Cell Proliferation;Cells;Data;Defect;Development;Endothelial Cells;Functional disorder;GLAST Protein;Genetic;Glutamate Receptor;Glutamates;Growth;Knowledge;Measures;Mediating;Membrane Proteins;Metabolic;Mouse Strains;Muller&apos;s cell;Mus;Mutant Strains Mice;Nerve Degeneration;Neuroglia;Neurons;Neurotransmitters;PECAM1 gene;Pathway interactions;Permeability;Pharmacology;Phase;Phenotype;Photoreceptors;Process;Regulation;Retina;Retinal Diseases;Role;Signal Pathway;Signal Transduction;Synapses;Synaptic Cleft;Testing;Tight Junctions;Tracer;Transcript;Transducers;Transforming Growth Factor beta;Vascular Endothelial Growth Factors;angiogenesis;aquaporin 4;base;beta catenin;cholinergic;excitotoxicity;extracellular;genetic approach;glutamatergic signaling;imaging approach;molecular imaging;neurovascular unit;notch protein;novel;novel therapeutic intervention;postnatal;response;retinal angiogenesis;sensor;single-cell RNA sequencing;transcriptomics;uptake,Neuronal Regulation of Vascular Development and Maturation in the Retina,"PROJECT NARRATIVE
Although metabolic demand from neuronal function has been shown to regulate vascular development in the
retina, a detailed mechanistic understanding of how neuronal activity influences angiogenesis and blood-retinal
barrier maturation remains unknown. This project will explore how cholinergic and glutamatergic neuronal
activities (separately or in combination) regulate retinal angiogenesis and blood-retinal barrier maturation using
genetic, molecular and imaging approaches. The knowledge gathered from this project may be of critical
importance to understand the pathophysiology of retinal diseases associated with neurodegeneration and
develop novel therapeutic interventions for their treatment.",NEI,10465785,PA-20-185,1R01EY033994-01,1,R01,EY,33994,1, ,11090706,"AGALLIU, DRITAN ",Not Applicable,NEUROLOGY,621889815,QHF5ZZ114M72,1833205,COLUMBIA UNIVERSITY HEALTH SCIENCES,NEW YORK,NY,SCHOOLS OF MEDICINE,100323725,UNITED STATES,Non-SBIR/STTR,2022,462283, ,NEI,317181,145102, ,462283
No NIH Category available,2019-nCoV;Acute;Age;Animal Model;Animals;Antibodies;Antigen Presentation;Autoantibodies;Autoimmune;Autoimmune Diseases;Autopsy;Bacterial Infections;Basal Ganglia;Behavioral;Behavioral Assay;Bioinformatics;Biopsy;Blood - brain barrier anatomy;Brain;CD3 Antigens;CNS autoimmune disease;Cells;Child;Childhood;Disease;Encephalitis;Ethnic Origin;Excitatory Synapse;Family;Frequencies;Functional disorder;Genes;Genetic;Genomic DNA;Human;Immune;Immune response;Immunofluorescence Immunologic;Immunotherapy;Impairment;In Vitro;Infection;Infectious Agent;Infiltration;Innate Immune Response;Link;Lymphocyte;Mediating;Medical center;Messenger RNA;Microglia;Missense Mutation;Movement;Mus;Mutation;Mycoplasma;Myelogenous;Myeloid Cells;Neuraxis;Neurons;Nonsense Mutation;Nose;Pathogenesis;Pathologic;Pathology;Patients;Pediatric Autoimmune Neuropsychiatric Disorders Associated with Streptococcus Infections;Pediatric Hospitals;Phagocytes;Phagocytosis;Philadelphia;Physiological;Play;Positron-Emission Tomography;Predisposing Factor;Production;Proteins;RXRA gene;Race;Recurrence;Reporting;Risk;Risk Factors;Rodent;Rodent Model;Role;Seizures;Streptococcus pyogenes;Sydenham Chorea;Symptoms;Synapses;Syndrome;T-Lymphocyte;Testing;Therapeutic;Universities;Validation;Virus;adaptive immune response;adaptive immunity;clinical efficacy;cohort;cytokine;diagnostic strategy;disorder risk;exome sequencing;fighting;gene environment interaction;genetic risk factor;genetic variant;human disease;human model;in vivo;induced pluripotent stem cell;insight;loss of function;macrophage;mouse model;neural circuit;neuroinflammation;neuronal circuitry;neuropsychiatric disorder;neuropsychiatry;neurovascular injury;novel;novel therapeutics;pediatric patients;potential biomarker;receptor;response;risk variant;sex;single-cell RNA sequencing;treatment strategy,Elucidating the role of RXRA in the myeloid lineage in post-infectious basal ganglia encephalitis,"PROJECT NARRATIVE
Childhood infections with Streptococcus pyogenes are associated with basal ganglia encephalitis (BGE), a
syndrome producing both movement and psychiatric sequelae; yet only a subset of infected children develop
BGE and the mechanisms underlying the human disease remain unclear. This proposal will examine the function
of one candidate genetic risk factor for post-infectious BGE (RXRA), identified through whole-exome sequencing
of pediatric patients and controls, using functional studies with human iPSC-derived microglia carrying mutation
identified in patients and loss-of-function studies in our animal model for post-infectious BGE. The study
represents a proof-of-concept to develop a translational platform for understanding how genetic factors in
combination with infectious agents (i.e. gene x environment interactions) cause an aberrant immune response
that targets the brain in post-infectious BGE.",NINDS,10574727,PA-21-219,1R21NS130265-01,1,R21,NS,130265,1, ,11090706,"AGALLIU, DRITAN ",Not Applicable,NEUROLOGY,621889815,QHF5ZZ114M72,1833205,COLUMBIA UNIVERSITY HEALTH SCIENCES,NEW YORK,NY,SCHOOLS OF MEDICINE,100323725,UNITED STATES,Non-SBIR/STTR,2022,441853, ,NINDS,275000,166853, ,441853
No NIH Category available,Accounting;Address;Adoption;Advocate;Affect;Black race;Caring;Clinical;Clinical Trials;Communities;Community Health Aides;Community Health Systems;Community Healthcare;Competence;Costs and Benefits;Data;Diabetes Mellitus;Diabetic Ketoacidosis;Disease;Distal;Education;Endocrinologist;Endocrinology;Evaluation;Future;Glycosylated hemoglobin A;Goals;Health;Health Benefit;Health Personnel;Health system;Healthcare;Hearing;Hispanic;Hospitalization;Hospitals;Insulin Infusion Systems;Insulin-Dependent Diabetes Mellitus;Insurance;Insurance Coverage;Intervention;Knowledge;Lead;Link;Measures;Mediator of activation protein;Methods;Minority Groups;Mission;Modeling;National Institute of Diabetes and Digestive and Kidney Diseases;Outcome;Patients;Plant Roots;Population;Positioning Attribute;Primary Health Care;Proctor framework;Provider;Randomized;Randomized Controlled Trials;Reporting;Research;Resources;Risk;Self Determination;Social support;Socioeconomic Status;System;Technology;Testing;Time;Trust;Underrepresented Minority;United States;Work;aged;base;care delivery;care outcomes;care providers;clinical practice;cost;cost effective;cost effective intervention;effective intervention;emerging adult;evidence base;experience;flexibility;glucose monitor;health inequalities;high risk;implementation outcomes;implementation science;improved;member;mortality;next generation;outreach;patient oriented;patient-level barriers;peer support;pragmatic trial;programs;provider-level barriers;racial and ethnic;racial and ethnic disparities;recruit;response;safety net;shared decision making;social;standard of care;system-level barriers;theories;treatment as usual;underserved community;uptake;young adult,T1DTechCHW: Enhancing the Community Health Worker (CHW) Model to Promote Diabetes Technology Use in Young Adults from Underrepresented Minority Groups (YA-URMs) with Type 1 Diabetes (T1D),"PROJECT NARRATIVE
This project proposes to adapt the community health worker model to encourage and support use of advanced
diabetes technologies in young adults from underrepresented minority groups (YA-URMs) with type 1 diabetes
(T1D). Community health workers are a cost-effective intervention that enhance team-based care by
leveraging their unique position between communities and health systems to advocate for underserved
patients and provide extra support for providers. This proposal is the natural next step to testing a model of
T1D care aimed at root causes of disparities to reduce inequity in care delivery and outcomes.",NIDDK,10417628,PAS-20-160,1R01DK132302-01,1,R01,DK,132302,1, ,14593020,"AGARWAL, SHIVANI ",Not Applicable,NONE,81266487,H6N1ZF5HJ2G3,10053556,ALBERT EINSTEIN COLLEGE OF MEDICINE,BRONX,NY,UNIVERSITY-WIDE,104611900,UNITED STATES,Non-SBIR/STTR,2022,354438, ,NIDDK,111431,65395, ,176826
No NIH Category available,Accounting;Address;Adoption;Advocate;Affect;Black race;Caring;Clinical;Clinical Trials;Communities;Community Health Aides;Community Health Systems;Community Healthcare;Competence;Costs and Benefits;Data;Diabetes Mellitus;Diabetic Ketoacidosis;Disease;Distal;Education;Endocrinologist;Endocrinology;Evaluation;Future;Glycosylated hemoglobin A;Goals;Health;Health Benefit;Health Personnel;Health system;Healthcare;Hearing;Hispanic;Hospitalization;Hospitals;Insulin Infusion Systems;Insulin-Dependent Diabetes Mellitus;Insurance;Insurance Coverage;Intervention;Knowledge;Lead;Link;Measures;Mediator of activation protein;Methods;Minority Groups;Mission;Modeling;National Institute of Diabetes and Digestive and Kidney Diseases;Outcome;Patients;Plant Roots;Population;Positioning Attribute;Primary Health Care;Proctor framework;Provider;Randomized;Randomized Controlled Trials;Reporting;Research;Resources;Risk;Self Determination;Social support;Socioeconomic Status;System;Technology;Testing;Time;Trust;Underrepresented Minority;United States;Work;aged;base;care delivery;care outcomes;care providers;clinical practice;cost;cost effective;cost effective intervention;effective intervention;emerging adult;evidence base;experience;flexibility;glucose monitor;health inequalities;high risk;implementation outcomes;implementation science;improved;member;mortality;next generation;outreach;patient oriented;patient-level barriers;peer support;pragmatic trial;programs;provider-level barriers;racial and ethnic;racial and ethnic disparities;recruit;response;safety net;shared decision making;social;standard of care;system-level barriers;theories;treatment as usual;underserved community;uptake;young adult,T1DTechCHW: Enhancing the Community Health Worker (CHW) Model to Promote Diabetes Technology Use in Young Adults from Underrepresented Minority Groups (YA-URMs) with Type 1 Diabetes (T1D),"PROJECT NARRATIVE
This project proposes to adapt the community health worker model to encourage and support use of advanced
diabetes technologies in young adults from underrepresented minority groups (YA-URMs) with type 1 diabetes
(T1D). Community health workers are a cost-effective intervention that enhance team-based care by
leveraging their unique position between communities and health systems to advocate for underserved
patients and provide extra support for providers. This proposal is the natural next step to testing a model of
T1D care aimed at root causes of disparities to reduce inequity in care delivery and outcomes.",NIDDK,10417628,PAS-20-160,1R01DK132302-01,1,R01,DK,132302,1, ,14593020,"AGARWAL, SHIVANI ",Not Applicable,NONE,81266487,H6N1ZF5HJ2G3,10053556,ALBERT EINSTEIN COLLEGE OF MEDICINE,BRONX,NY,UNIVERSITY-WIDE,104611900,UNITED STATES,Non-SBIR/STTR,2022,354438, ,OD,111925,65687, ,177612
No NIH Category available,Accounting;Address;Antigen Presentation;Apoptosis;Biological Availability;Bone Marrow;Brain Neoplasms;CD8B1 gene;CRISPR interference;CRISPR screen;CSF3 gene;CTLA4 gene;Cell physiology;Cells;Chimeric Proteins;Clinical;Clinical Trials;Clustered Regularly Interspaced Short Palindromic Repeats;Complex;Custom;Cytosine deaminase;Cytotoxic Chemotherapy;Data;Diagnosis;Enzymes;Failure;Gene Delivery;Gene Expression;Genes;Glioblastoma;Glioma;IL7 gene;Immune;Immune Evasion;Immune checkpoint inhibitor;Immune response;Immunocompetent;Immunologic Deficiency Syndromes;Immunosuppression;Immunotherapy;Interleukin-15;Libraries;Malignant Neoplasms;Memory;Memory impairment;Modeling;Mouse Strains;Mus;Nature;Nivolumab;Organ;Pathway interactions;Patients;Prodrugs;Prognosis;Proteins;RNA;Resistance;Retroviridae;Surface;System;T cell response;T memory cell;T-Cell Activation;T-Cell Proliferation;T-Lymphocyte;T-Lymphocyte Subsets;Technology;Therapeutic;Transgenic Mice;Viral;Virus;Work;adaptive immune response;anti-tumor immune response;base;cell mediated immune response;cohort;cytokine;exhaustion;gene therapy;immune checkpoint;immune resistance;immunogenic cell death;immunomodulatory strategy;immunoregulation;immunosuppressed;improved outcome;in vivo;innovation;interleukin-15 receptor;ipilimumab;knock-down;mouse model;neoplastic cell;new technology;novel;novel strategies;pembrolizumab;phase III trial;pre-clinical;programmed cell death protein 1;resistance mechanism;response;single cell sequencing;systemic toxicity;translational potential;tumor;tumor growth;tumor microenvironment,Retroviral RLI immunomodulatory gene therapy for glioblastoma,"PROJECT NARRATIVE
Considerable preclinical and clinical evidence has emerged in recent years suggesting that the poor prognosis
faced by glioma patients is in part due to the lack of an effective antitumor T-cell response. Here, we will
investigate a localized and comprehensive approach of replicating retroviral delivery of RLI, an IL-15 fusion
protein, and other immunomodulatory genes as a therapeutic strategy for glioblastoma. Direct stimulation of an
anti-tumor T-cell mediated immune response through retroviral delivery of these genes will reverse the T-cell
poor nature of glioblastoma without systemic toxicity.",NINDS,10522026,PA-20-185,1R01NS123808-01A1,1,R01,NS,123808,1,A,8886423,"AGHI, MANISH ",Not Applicable,NEUROSURGERY,94878337,KMH5K9V7S518,577508,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",SAN FRANCISCO,CA,SCHOOLS OF MEDICINE,941432510,UNITED STATES,Non-SBIR/STTR,2022,403750, ,NINDS,250000,153750, ,403750
No NIH Category available,2019-nCoV;AIDS/HIV problem;Address;Alzheimer&apos;s Disease;Biological;COVID-19;Cancer Diagnostics;Cells;Chemistry;Circular DNA;Communicable Diseases;Complementary DNA;Complex;Coronavirus;Custom;DNA;DNA Library;DNA Primers;DNA Repair;DNA biosynthesis;DNA sequencing;Directed Molecular Evolution;Disease;Enzymatic Biochemistry;Enzymes;Feasibility Studies;Fee-for-Service Plans;Foundations;Genes;Genetic Transcription;Genomics;Goals;HIV;High-Throughput DNA Sequencing;Homo;Human;Immunotherapy;In Vitro;Individual;Industry Standard;Intellectual Property;Introns;Investments;Legal patent;Length;Libraries;Licensing;Malignant Neoplasms;Mediating;Messenger RNA;Methodology;Methods;Morphologic artifacts;Muscular Dystrophies;Nucleic Acids;Performance;Phase;Polymerase;Positioning Attribute;Preparation;Proteins;Protocols documentation;RNA;RNA Splicing;RNA Viruses;RNA primers;RNA replication;RNA-Directed DNA Polymerase;Reading;Reagent;Recovery;Reproducibility;Retrotransposon;Retroviridae;Reverse Transcription;Ribonuclease H;Rights;Sampling;Secure;Services;Single-Stranded DNA;Site-Directed Mutagenesis;Source;Technology;Testing;Translations;Universities;Validation;Variant;Viral Genome;base;comparative;computerized data processing;drug discovery;improved;instrument;next generation;novel;novel strategies;novel therapeutics;personalized diagnostics;phase 2 study;physical separation;precision medicine;prevent;single cell sequencing;single molecule;single-cell RNA sequencing;therapeutic gene;transcriptome;transcriptome sequencing,Full-length sequencing of individual RNAs from heterogeneous samples,"Narrative
In the past 20 years the technology for extremely high throughput DNA sequencing has not taken into account
that for human genes, the dictum that applies is one-gene:multiple-proteins. Phaeno NGS based RNA
sequencing can reveal the full diversity of individual RNA molecules in a complex sample, at almost unlimited
scale. This technology provides the foundation to entirely new approaches to gene-based diseases such as
Cancer or Alzheimer’s diseases – and can provide tremendous leverage in the battle against RNA viruses such
as the novel SARS-CoV-2 coronavirus.",NHGRI,10482321,PA-21-259,1R43HG012527-01,1,R43,HG,12527,1, ,78339776,"AGNEW, WILLIAM S",Not Applicable,Unavailable,118037021,G7J2G5J68W97,10065738,PHAENO INC,BALTIMORE,MD,Domestic For-Profits,212181814,UNITED STATES,SBIR/STTR,2022,398040, ,NHGRI, , , ,398040
No NIH Category available,Active Learning;Acute;Adenine;Affect;American;Anemia;Antioxidants;Asthma;Automobile Driving;Binding;Binding Sites;Bioinformatics;Bone Diseases;Cells;Chromatin;Chromosomal Rearrangement;Chronic Kidney Failure;Communication;Data;Data Analyses;Development Plans;Diet;Disease Progression;Distal;Doctor of Philosophy;Educational workshop;Elements;Endocrine System Diseases;Environment;Epidemic;Faculty;Fellowship;Fibroblast Growth Factor Receptors;Fostering;France;Genes;Genetic Polymorphism;Genomics;Goals;Grant;Heme;Hormones;Human;Hypertension;Immunology;Impairment;In Vitro;Indiana;Individual;Inflammation;Inflammatory;Injections;Kidney;Kidney Diseases;Knockout Mice;Knowledge;Leadership;Learning;Ligands;MAP Kinase Gene;Mediating;Mentors;Minerals;Mitochondria;Modification;Molecular;Mus;Nitrogen;Occupations;Oxidative Stress;Oxygen;Pathogenesis;Pathway interactions;Patient-Focused Outcomes;Phase;Phenotype;Play;Positioning Attribute;Postdoctoral Fellow;Prevention;Production;Proteins;Proximal Kidney Tubules;Public Health;Reactive Oxygen Species;Renal function;Research;Research Activity;Research Personnel;Response Elements;Role;Signal Transduction;Stress;Sum;Testing;Training;Training Activity;Transgenic Organisms;Tuberculosis;Universities;Vision;Wild Type Mouse;Work;base;bioinformatics resource;career;career development;conditional knockout;disorder risk;fibroblast growth factor 23;genome-wide;genomic data;heme oxygenase-1;improved;insight;interest;iron metabolism;medical schools;meetings;mitochondrial dysfunction;mouse model;new technology;new therapeutic target;novel;overexpression;promoter;receptor;response;skills;stress management;therapeutic target;transcriptomics;translational study,Controlling renal oxidative stress in CKD via targeting FGF23 bioactivity,"Project Narrative
Chronic kidney disease (CKD), which affects 37 million Americans, progresses with the loss of important proteins
such as Klotho, leading to severe endocrine disease, as well as increased renal oxidative stress that further
damages the kidneys. In this career development proposal, I will enhance my computational skills to identify how
the interactions of Klotho and its ligand fibroblast growth factor 23 (FGF23) protect against oxidative stress at
the molecular level. These studies will provide the backdrop for key career development as well as help to identify
new pathways regulated by Klotho and FGF23 that may slow CKD progression, and potentially uncover novel
therapeutic targets.",NIDDK,10449584,PA-20-188,1K99DK129705-01A1,1,K99,DK,129705,1,A,16106813,"AGORO, RAFIOU ",Not Applicable,GENETICS,603007902,SHHBRBAPSM35,577806,INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,INDIANAPOLIS,IN,SCHOOLS OF MEDICINE,462022915,UNITED STATES,Other Research-Related,2022,90000, ,NIDDK,83333,6667, ,90000
No NIH Category available,Biomedical Research;Drug abuse;Research Training,Biomedical Research Training in Drug Abuse,"The past five years have been transformative in our understanding of the neurobiology of the addictive and
therapeutic potential of drugs of abuse. Given the highly polygenic and multi-factorial nature of drug use and
misuse, and the growing emphasis on incorporating neuroscience into precision medicine, there is an
immediate need for young investigators with training in biomedical approaches. Led by scientists who are
deeply invested in human (Dr. Agrawal) and animal (Dr. Moron-Concepcion) addiction neurobiology, the
competing continuation of this training grant will continue to provide research training in genetics,
neuroscience, neuroimaging, neuropharmacology, statistics/computation and biology as well as career
development to 6 postdoctoral scholars with MDs or PhDs. Situated within the Department of Psychiatry at
Washington University School of Medicine, and supported by 27 preceptors, this T32 will leverage the
extensive array of coursework, workshops and seminars available across the medical and arts and sciences
campuses and rich assortment of large datasets available to trainees.",NIDA,10409013,PA-20-142,2T32DA007261-31,2,T32,DA,7261,31, ,8773981,"AGRAWAL, ARPANA ","MORON-CONCEPCION, JOSE A",PSYCHIATRY,68552207,L6NFUM28LQM5,9083901,WASHINGTON UNIVERSITY,SAINT LOUIS,MO,SCHOOLS OF MEDICINE,631304862,UNITED STATES,"Training, Institutional",2022,501691, ,NIDA,467640,34051, ,501691
No NIH Category available,Accident and Emergency department;Affect;Agreement;Algorithms;Amputation;Appointment;Bacteria;Blood Tests;Caregivers;Caring;Cellular Phone;Clinic;Data Set;Debridement;Detection;Diabetic Foot;Diabetic Foot Ulcer;Diagnosis;Emergency Care;Emergency medical service;Excision;Home;Home visitation;Hospitals;Image;Image Analysis;Infection;Lead;Lighting;Machine Learning;Manuals;Measures;Medicare;Methods;Modeling;Operative Surgical Procedures;Patients;Pattern;Performance;Persons;Positioning Attribute;Process;Quality of Care;Quality of life;Recommendation;Redness;Reporting;Research;Resolution;Running;Sensitivity and Specificity;Sepsis;Services;Site;Specificity;Standardization;System;Temperature;Testing;Thermometers;Time;Tissues;Transportation;Trauma;Ulcer;Venous;Visit;Visiting Nurse;Visual;Work;Wound Infection;accurate diagnosis;base;beneficiary;chronic wound;clinical application;clinical decision support;cost;deep learning;detector;diabetic;digital health;evidence base;healing;improved;infection risk;learning strategy;limb amputation;machine learning algorithm;novel;point of care;pressure;response;smartphone Application;standardized care;success;validation studies;wasting;wound;wound care;wound healing;wound treatment,Smartphone-based wound infection screener and care recommender by combining thermal images and photographs using deep learning methods,"I. Project Narrative: Smartphone-based wound infection risk screener and care recommender
by combining thermal images and photographs using deep learning methods.
There is currently no method to diagnose infections in undebrided wounds at the Point of Care (POC) (e.g., in
patients’ homes by visiting nurses), resulting in unnecessary referrals to wound clinics and increasing the time
to treatment of infections and the likelihood of eventual amputation. To facilitate early and accurate detection of
infected wounds at the POC, we propose a smartphone-based screener that jointly analyzes a combination of
photographs and a thermal image of a wound using deep learning methods. Our proposed system will detect
infections in both debrided and undebrided wounds and recommend evidence-based best care and when to
refer infected wounds to experts, standardizing the quality of care provided by non-expert wound caregivers.
1|Page",NIBIB,10442952,PA-20-185,1R01EB031910-01A1,1,R01,EB,31910,1,A,14301060,"AGU, EMMANUEL ","GIATSIDIS, GIORGIO ",BIOSTATISTICS & OTHER MATH SCI,41508581,HJNQME41NBU4,9374601,WORCESTER POLYTECHNIC INSTITUTE,WORCESTER,MA,SCHOOLS OF ARTS AND SCIENCES,16092247,UNITED STATES,Non-SBIR/STTR,2022,660171, ,NIBIB,516991,143180, ,660171
No NIH Category available,Achievement;Acute;Age;Aging;B-Lymphocytes;Beta Cell;Biology;Blood Glucose;CDKN2A gene;Cell Aging;Cell physiology;Cells;Characteristics;Coupled;Cyclin-Dependent Kinase Inhibitor;DNA Damage;Data;Development;Disease;Drug Targeting;Enzyme-Linked Immunosorbent Assay;Fatty acid glycerol esters;Functional disorder;Gene Expression;Genes;Genetic;Goals;Human;Impairment;In Vitro;Insulin;Insulin Resistance;Knowledge;Liver;Measurement;Metabolic;Modeling;Molecular;Mus;Muscle;Non-Insulin-Dependent Diabetes Mellitus;Nutrient;Outcome;Pancreas;Pathway interactions;Peripheral;Pharmaceutical Preparations;Pharmacology;Phenotype;Physiological;Play;Process;Recovery;Reporter;Rodent;Role;Secretory Cell;Stress;Structure of beta Cell of islet;Testing;Therapeutic;Time;Tissues;Translating;Work;age related;base;biological adaptation to stress;blood glucose regulation;cell type;genetic manipulation;glucose metabolism;high body mass index;improved;in vivo evaluation;indexing;inhibitor;insight;insulin secretion;islet;loss of function;mouse model;novel;response;senescence;therapeutic target,Elucidating and targeting beta-cell senescence and its SASP,"PROJECT NARRATIVE
This proposal focuses on understanding the mechanisms of pancreatic β-cells senescence and the optimal
strategy to therapeutically target them. Cell autonomous and non-cell autonomous mechanisms will be studied
in biologically relevant models such as primary human and rodent islets. Achievement of the proposed aims
will advance our knowledge of senescence biology in a highly metabolically relevant cell type with important
implications for type 2 diabetes mellitus.",NIDDK,10420268,PA-20-185,1R01DK132535-01,1,R01,DK,132535,1, ,11952402,"AGUAYO-MAZZUCATO, CRISTINA ",Not Applicable,Unavailable,71723084,UUUMQVGJNNX1,2133701,JOSLIN DIABETES CENTER,BOSTON,MA,Research Institutes,22155306,UNITED STATES,Non-SBIR/STTR,2022,384257, ,NIDDK,250000,134257, ,384257
